Tetun (tdt),Mambai (mgm),English (eng),source
Manduku hatán “O hakarak ita na’in-rua halai taru?” Asu hamnasa maka’as. “Hanesan o mak hakarak halai taru ho ha’u. Ha’u halai to’o tiha ona mak o foin haksoit ba karik! Ha’u halai di’ak liu o!”.,Kedelokon dale hel ‘O karak it ru plaer tar?’ Asa gnina makas. ‘Manse o ia pe karak plaer tar nor au. Au plaer rat bel soi naha o hine tiku du! Au plaera kode res dar o!’.,,Mambae STORY BOOKS copy
"Manduku hatán “La buat ida. Ita halai taru took. Liafuan ho hahalok la hanesan maibé fó ha’u tempu loron ida atu prepara an.” Asu hatán, “ba o manduku, ha’u fó semana ida mós di’ak, fulan ida mós di’ak. Ha’u hein nafatin o, maibé ita atu taru ho saida?” Manduku hatán, “se ha’u manán karik, ha’u la’o iha dalan, o la bele hatenu mai ha’u hela de’it”. Asu hamnasa, “ne’e buat ida la susar mai ha’u”.","Kedelokon dale hel ‘ Ba san id pe. It plaer tar tnaer. Gaeshuan nor hahalok ba hanesa pua mais ne lelon id man au ma lalai prepara an. ‘ Asa dale hel, ‘Man O kedelokon, au ne semanan id met kode, hula id met kode. Au gnan nahati o, mais it tu tar nor sapanid?’ Kedelokon dale hel,’ se au pe mnan, au lolai ni da, o bese noti molu man au ma’. Asa gnina, ‘ idia san ba susar la au’.",,Mambae STORY BOOKS copy
"Iha tempu ida, sira promete malu atu halai taru. Manduku ne’e la beik, nia iha planu atu manán. Nia haruka ninia kolega manduku barak forma an iha dalan, subar iha dalan ninin.","Ni tempun id, rom promote ro tu plaer tar. Kedelokon ua ba beik, ua planun pe tu mnan. Ua laka ni kolegan kedelokon dotu dlo porma ni da, sgo her da ehan.",,Mambae STORY BOOKS copy
"Manduku ida ko’alia ho asu. Nia dehan “sé mak to’o iha ai boot uluk, nia mak manán.” Lekirauk, manu, kuda ho karau ba hotu nonton sira halai taru.","Kedelokon id gase la asa. Ua dale ‘Se pe rat mun ni ai tun, ua pe mnan.’ Lera, mana, kuda nor arbaua ro la nonton hled rom plaer tar.",,Mambae STORY BOOKS copy
"Asu ho manduku halai ona. Asu ne’e halai la hateke ba kotuk. Metru ida ba metru ida, manduku subar no mós hein. Bainhira asu mai besik nia, manduku haksoit iha asu nia oin. Manduku sira hanesan ne’e hela de’it troka malu.","Asa nor kedelokon plaer hei. As idia plaer ba ko man hohon la id. Metrun id la metrun id loin, kedelokon sgo nor met gnan. Arpil asa ma pdes ua, kedelokon tiku ni asa ni ahen. Kedelokon ro pun molu manidua troka ro.",,Mambae STORY BOOKS copy
"Ikus liu, besik ai boot, manduku ne’ebé promete halai taru ho asu hein hela. Bainhira asu mai besik manduku haksoit ba besik ai boot nia hun. Asu husi kotuk kole la halimar ona.","Pnori ma, pdes ai tun, kedeloko kid promote plaer tar nor asa gnana bel. Arpil asa ma pdes kedelokon tiku la pdes ai tun ni pun. Asa dar hohon kole dlo bel soi.",,Mambae STORY BOOKS copy
"Manduku mak manán. Asu halai la to’o ba ai boot. Asu dehan, “ha’u la hatenu ona ba o. Hanesan ohin o ko’alia, liafuan la hanesan hahalok!”.","Kedelokon pe mnan. Asa plaer la rat ni ai tun. Asa dale, ‘au ba noti soi la o. Man nahai o dalen, gaes huan ba hanesa hahalok!’.",,Mambae STORY BOOKS copy
LAFAEK HO LENUK,NAMHOHA NOR LENUK,,Mambae STORY BOOKS copy
"Iha loron ida, lafaek ida ne’ebé hamlaha sai ba buka hahán atu han. Lafaek ne’e dolar sai hosi bee no mota-ninin.","Lelon id, namhoha id beli sai la nae sanmuan lalai mu. Namhoh idia dole sai dar era ma nor slog ehan.",,Mambae STORY BOOKS copy
"Iha dook ne’ebá, Manu-rade bokur ida tuur mesak hela. 
Lafaek ne’e iha hanoin ida katak manu-rade ne’e hanesan hahán di’ak ida, ne’e duni nia dolar hodi hakbesik an ba.","Her ro la ba, Man-raeda pokun id kdei mesa bel.
Namhoh idia nei hanoin id tu man-raed idia man dlo sanmua koden id, idia pe ua dole pdes la.",,Mambae STORY BOOKS copy
Manu-rade ne’e rona lian ruma no nia fila kotuk haree lafaek nia ibun loke hela!,Man-raed idia plig háhan ser nor ua glil hohon ma ko namhoha ni gugun lae bel!,,Mambae STORY BOOKS copy
"Manu-rade ne’e semo dook tiha!
Lafaek dehan “Oh, koitadu,”, “Agora ha’u tenke buka fali hahán seluk.”","Man-Raed idia luhu ro bel soi! Namhoha dale ‘oh, kuitadu, “agora au tenki nae hel sanmua selun.”",,Mambae STORY BOOKS copy
"Lafaek hafuhu fali samea kór matak ne’ebé bobar an hela iha ai-tahan ne’ebé badak. Lafaek dolar ba besik, maibé….","Namhoha snin hel ma sokai kor gmorta id buta bel her ai-noran blokon id. Namhoha dole la pdesi, mais…",,Mambae STORY BOOKS copy
"Samea ne’e halai tiha ba ai-leten ne’ebé aas.
Lafaek dehan “Oh, koitadu,”. Nia hamlaha los ona. 
Nia koko atu kaer manduku maibé manduku haksoit lais liu.","Sokai idia plaer bel la ni ai-tete kid naru.
Namhoha dale “Oh, kuitadu,”. Ua beli dlo soi.
Ua koko tu pael kedelokon mais kedelokon tiku biu dlo.",,Mambae STORY BOOKS copy
"Nia mós haree hetan toke ida, maibé toke ne’e halai lakon tiha ba iha ai-tahan laran ne’ebé Lafaek labele haree.","Ua met ko et hel token id, mais toke kidia plaer lako bel la ni ai nora lalan id bae namhoha bela et ua.",,Mambae STORY BOOKS copy
"Lafaek dehan “Oh, koitadu,”. Nia mós baruk ona maibé ikus-mai nia haree hetan fali lenuk ida.
Lafaek dehan “Ne’e ba ida ikus,” “lenuk labele semo ka dolar sa’e ba ai-leten. Nia mós labele haksoit hanesan manduku ka subar-an hanesan toke. lenuk ne’e mak ha’u nia han-kalan nian.”","Namhoha dale “Oh, kuitadu,”. Ua met baruk soi mais pnoir ma ua ko et hel lenuk id.
Namhoha dale “Idia pe pnori soi,”. Lenuk baled luhu ka dole sae man ai-teten la. Ua met baleb tiku man kedelokon ka sgo lolo man token. Lenuk idia naha au sanmua hoda nin”.",,Mambae STORY BOOKS copy
"Lafaek ne’e dolar ba besik lenuk no loke nia ibun hodi han lenuk ne’e, maibé nia labele tolan tan lenuk nia kulit toos tebes.","Namhoha kidia dole la pdes lenuk nor lae ni gugun lalai mu lenuk kidua, mais ua baleb mod tan lenuk ni litan sio dlo",,Mambae STORY BOOKS copy
"Lafaek dehan Ai, terusss! Nia husik fila-fali lenuk no nani ba mota laran ho kabun ne’ebé hamlaha tebes. 

 Lenuk hamnasa de’it. Nia dehan ba nia an “Maski ha’u book-an neineik, maibé ha’u matenek”.","Namhoha dale Ai, teruuss! Ua lob hel lenuk la naen man slog lalan nor bain kid be beli rio.
Lenuk gninas. Ua dale la ni-an “Au pe bok-an hel-hel met au matenek”.",,Mambae STORY BOOKS copy
Miguel Nia Jardin,Miguel Nei Jardin,Miguel’s Garden,Miguel’s Garden
Miguel iha fini.,Miguel nei hin.,Miguel had some seeds.,Miguel’s Garden
Nia kuda fini ne'e iha,Ura kru hin too la rae.,He planted the seeds in the ground.,Miguel’s Garden
rai. Nia halo jardin ida.,Ura fun jardin id.,He made a garden.,Miguel’s Garden
Jardin ne'e di'ak tebetebes.,Jardin to kode tus tus.,The garden was good.,Miguel’s Garden
Miguel tau matan ba jardin ne'e ho domi.,Miguel fois mata la jardin to nor doim.,Miguel looked after the garden carefully.,Miguel’s Garden
Miguel nia laran-ksolok.,Miguel kontente maet.,Miguel was happy.,Miguel’s Garden
Depois udan mai.,Ni fonori us ma.,Then the rains came.,Miguel’s Garden
Udan ne'e la para.,Us ma ba para.,It rained and rained.,Miguel’s Garden
Udan bein ne'e tun husi foho leten mai.,Us du ba oras ois rae udu lao.,The rain washed down the mountain.,Miguel’s Garden
Udan bein ne'e hamoos tiha Miguel nia jardin.,"Us era, a estraga telo Miguel ni jardin.",The rain washed Miguel's garden away.,Miguel’s Garden
Miguel nia laran-susar.,Miguel ni hua lala muit.,Miguel was very sad.,Miguel’s Garden
"Miguel, ó labele laran-susar, Miguel nia inan hateten.","Miguel, o ba leob lala muit, Miguel ni ina fe dega.","Miguel, don't be sad, said his mother.",Miguel’s Garden
Miguel nia inan fó fali fini balu ba Miguel hodi kuda fali iha nia jardin foun.,Miguel ni ina ne sil hin ser la Miguel kru ni ura ni jardin heu.,She gave Miguel some more seeds to plant a new garden.,Miguel’s Garden
"Tanba Miguel nia laran-susar, Miguel nia inan konta istória ida ne'e ba Miguel:","Des la Miguel ni hua lala muit, Miguel ni ina tuir maer id la ura:",He was sad so she told him a story:,Miguel’s Garden
"Iha uluk liu ne'ebá, iha jardin ida ke furak tebetebes.",Fes muna faklau nei jardin id ke kode tus tus.,"Long, long ago, there was a beautiful garden.",Miguel’s Garden
Mane ida ho feto ida mak hela iha jardin ne'e.,Maen id nor hin id fe hela ni jardin to.,A man and a woman lived in the garden.,Miguel’s Garden
Mane ne'e naran Adao.,"Maen to kala Adao, hin",The man 's name was Adam.,Miguel’s Garden
Feto ne'e naran Eva.,to kala Eva.,The woman's name was Eve.,Miguel’s Garden
Sira na'in rua moris besik Maromak.,Ron ubu ru mori fedis la Maromak.,God often visited them in the garden to talk with them.,Miguel’s Garden
Sira bele han ai-fuan hotu-hotu husi ai sira ne'ebé moris iha jardin ne'e.,Rom leob aa ai hua hai laga meit ni jardin too.,They could eat from all the beautiful plants in the garden - except from one tree.,Miguel’s Garden
Maibé ai ida nia fuan de'it mak sira labele han.,Mas ai id ni hua ma rom ba leob aa.,\,Miguel’s Garden
Ai-fuan husi ‘Ai Konyesimentu kona-ba Di'ak ho Aat’ ne'e bandu.,Ai id ni hua ois tad kode nor kalao Maromak bandu.,God told them not to eat the fruit of the Tree of the Knowledge of Good and Evil.,Miguel’s Garden
Se sira han ai-fuan ida ne'e sira sei mate.,Se rom aa aihua kidura rom hei maet.,"If they ate that fruit, they would die.",Miguel’s Garden
Diabo sai tiha hanesan ular ida mai hasoru Eva.,Diaub sai telo man sohai id ma sak Eva.,Satan came to Eve disguised as a serpent.,Miguel’s Garden
Diabo ne'e hateten ba Eva katak sira la sei mate.,"Diaub to takar la Eva, im hei ba maet.",He told Eve that they would not die.,Miguel’s Garden
Eva han tiha ai-fuan ida ne'ebé Maromak bandu ne'e.,Eva aa telo ai hua kid bae fe Maromak bandu to.,Eve ate the forbidden fruit.,Miguel’s Garden
Adao mós han tiha ai-fuan ida ne'e.,Adao meit aa telo ai hua to.,Adam ate the fruit too.,Miguel’s Garden
Adao ho Eva halo sala tiha ona.,Adao nor Eva fun sal telo sob.,Adam and Eve had sinned by eating the fruit.,Miguel’s Garden
Sira tenke mate.,Rom tenki maet.,They would have to die.,Miguel’s Garden
Maromak haruka sira sai husi jardin ne'e.,Maromak ru rom sai ois jardin to.,They were sent out of the garden.,Miguel’s Garden
Sira sai ona husi Maromak nia futar oin.,Rom sai sob ois Maromak ni ahe.,They were sent out of God's presence.,Miguel’s Garden
Maromak hadomi Adao ho Eva.,Maromak doim Adao nor Eva.,God loved Adam and Eve.,Miguel’s Garden
Maromak halo promesa di'ak ida ho sira.,Maromak fun promesa kode kid nor rom.,He gave them a beautiful promise.,Miguel’s Garden
"Maromak sei haruka nia oan, Jesus Kristu, mai iha mundu ne'e.","Maromak hei ru ni ana, Jesus Kristu, ma ni mundu uri.","He would send His Son, Jesus Christ, to come to earth.",Miguel’s Garden
Jesus sei mate atu nune'e Adao ho Eva ho sira nia bei oan sira bele moris.,"Jesus hei maet la Adao nor Eva, nor ni katar rom leob eot mori.",Jesus would die so that Adam and Eve and all their descendants could live.,Miguel’s Garden
"Se ita fiar ba Jesus Kristu, ita bele moris nafatin iha jardin foun ne'ebé mak Maromak sei fó mai ita.","Se it fiar la Jesus Kristu, it leob mori man hati her jardin heu id ke Maromak hei ne la it.","If we trust in Jesus Christ, we can liveforever in the new garden that God will give us.",Miguel’s Garden
Jardin foun ne'e furak tebetebes.,Jardin heu to kode tus tus.,This garden will be beautiful.,Miguel’s Garden
Iha jardin foun ne'e la iha tan sala no la iha tan mate.,Ni jardin heu to sal ba nei sob I maet meit banei.,There will be no more sin and no more death.,Miguel’s Garden
Ita sei haksolok ba nafatin.,It hei kontente la man hati.,We will be happy forever.,Miguel’s Garden
Ita sei hamutuk ho Maromak.,It hei mori futu nor Maromak.,We will be with God.,Miguel’s Garden
Miguel haree ba fini ne'ebé iha nia liman.,Miguel fei la hin bae ke her ura ni lima.,Miguel looked at the seeds in his hand.,Miguel’s Garden
"Loos, Miguel dehan, ""Ha'u ba halo jardin foun ida.""","Dolo, Miguel dega, ""Au la fun jardin heu kid.""","Yes,' he said, 'I will have a new garden.'",Miguel’s Garden
Miguel hamnasa.,Miguel klin telo.,Miguel smiled.,Miguel’s Garden
"No ha'u rona lia fuan ida maka'as mai husi lalehan hateten, ""Haree ba, Maromak nia tabernakulu hamutuk ho ema, no Maromak sei moris hamutuk ho sira, no sira mak Maromak nia povo.","I au flik teur hua kid ma das lalehan tabar, ""Fei la, Maromak nia tabernakulu futu sob nor artub, I maromak hei futu nor rom, I rom man Maromak ni artub.",\,Miguel’s Garden
"Maromak rasik sei hamutuk ho sira, no sei sai sira nia Maromak.",Maromak hei futu nor rom I hei sai rom Maromak.,\,Miguel’s Garden
"Maromak sei hamoos matan-been husi sira nia matan, sei laiha tan mate, laran-susar ka tanis.","Maromak hei amos rom mata era, maet hei ba nei deis, triste ka sero.",\,Miguel’s Garden
"Sei la iha tan terus, tanba buat sira uluk liu hotu ona."" (Rev 21:3-4)","Terus hei banei deis, deis la nam ser muna faklau telo sob."" (Rev 21:3-4)",\,Miguel’s Garden
Miguel nei hin.,Miguel iha fini.,Michael had some seeds.,Miguel’s Garden
Ura fun jardin id.,Nia halo jardin ida.,He made a garden.,Miguel’s Garden
Ni fonori us ma...,Depois udan mai....,Then the rains came...,Miguel’s Garden
Xapeu ne’e boot.,Sapeo kid ia tukoli,This hat is big.,mambae_ermera_graded_readers
Vestidu ne’e boot.,Bistidu kid ia tukoli,This dress is big.,mambae_ermera_graded_readers
Kamizola ne’e boot.,Har idia tukoli,This t-shirt is big.,mambae_ermera_graded_readers
Selenda ne'e boot.,Salendan ki dia tukoli,This scarf is big,mambae_ermera_graded_readers
Korrente ne’e boot.,Kurenti kid ia tukoli,This necklace is big.,mambae_ermera_graded_readers
Sapatu ne’e boot.,Sapatu kid ia tukoli,This shoe is big.,mambae_ermera_graded_readers
Sapatu ida-ne’e mós boot!,Sapatu kid ia mes tukoli,"This shoe is big, too!",mambae_ermera_graded_readers
Haree mai ha’u!,Ko man au ma,Look at me!,mambae_ermera_graded_readers
Ida-ne’e Uma,Idia pada,This is a House,mambae_ermera_graded_readers
Ida-ne’e didin.,Idia paredin,This is a wall.,mambae_ermera_graded_readers
Ida-ne’e uma-kakuluk.,Idia pad huhun,This is a roof.,mambae_ermera_graded_readers
Ida-ne’e janela.,Idia janelan,This is a window.,mambae_ermera_graded_readers
Ida-ne’e dalan.,Idia da,This is a path.,mambae_ermera_graded_readers
Ida-ne’e eskada.,Idia iskadan,This is a step.,mambae_ermera_graded_readers
Ida-ne’e odamatan.,Idia damatan,This is a door.,mambae_ermera_graded_readers
Ida-ne’e ai-funan.,Idia ai hetun,These are flowers.,mambae_ermera_graded_readers
Ida-ne’e uma.,Idia Pada,This is a home.,mambae_ermera_graded_readers
Haree mai Ha’u,Ko man au ma,Look at Me,mambae_ermera_graded_readers
Ha'u sa'e hela eskada,Au sae bel iskadan,I am climbing a ladder.,mambae_ermera_graded_readers
Haree mai ha'u.,ko man au ma,Look at me.,mambae_ermera_graded_readers
Ha’u lee hela livru ida.,Au le bel livrun id,I am reading a book.,mambae_ermera_graded_readers
Haree mai ha’u.,Ko man au ma,Look at me.,mambae_ermera_graded_readers
Ha’u hakerek hela.,Au ker bel,I am writing.,mambae_ermera_graded_readers
Ha’u han hela batar.,Au mu bel sela,I am eating corn.,mambae_ermera_graded_readers
Ha’u hemu hela bee.,Au en bel era,I am drinking water.,mambae_ermera_graded_readers
Ha’u halai hela.,Au plaer bel,I am running.,mambae_ermera_graded_readers
Ha’u tun.,Au du,I am sliding.,mambae_ermera_graded_readers
Ha’u haksoit hela.,Au tiku bel,I am hopping.,mambae_ermera_graded_readers
Ami bá ne'ebé?,Aem mambe la?,Where do we go?,mambae_ermera_graded_readers
Ami bá basar.,Aem la man basar la,We go to the market.,mambae_ermera_graded_readers
Ami bá tasi-ibun.,Aem man taes gugun la,We go to the beach.,mambae_ermera_graded_readers
Ami bá doutór.,Aem man doutor la,We go to the doctor.,mambae_ermera_graded_readers
Ami bá jardín.,Aem man jardin la,We go to the garden.,mambae_ermera_graded_readers
Ami bá eskola.,Aem la man iskolan la,We go to the school.,mambae_ermera_graded_readers
Ami bá igreja.,Aem la man Igreijan la,We go to the church.,mambae_ermera_graded_readers
Ami bá uma.,Aem man pada la,We go to the house.,mambae_ermera_graded_readers
Ha’u Gosta Animál,Au gosta animal,I Like Animals,mambae_ermera_graded_readers
Ha’u gosta bibi.,Au gosta Biba,I like the goat.,mambae_ermera_graded_readers
Ha’u gosta fahi.,Au gosta haeha,I like the pig.,mambae_ermera_graded_readers
Ha’u gosta manu-inan.,Au gosta man-inan,I like the hen.,mambae_ermera_graded_readers
Ha’u gosta manu-rade.,Au gosta man-raeda,I like the duck.,mambae_ermera_graded_readers
Ha’u gosta busa.,Au gosta Busan,I like the cat.,mambae_ermera_graded_readers
Ha’u gosta asu.,Au gosta Asa,I like the dog.,mambae_ermera_graded_readers
Ha’u gosta karau.,Au gosta Arbaua,I like the cow.,mambae_ermera_graded_readers
Ha’u gosta manu-aman.,Au gosta man-aman,I like the rooster.,mambae_ermera_graded_readers
Ha’u Bele,Au leb,I Can,mambae_ermera_graded_readers
Ha’u bele hamnasa.,Au leb gnina,I can laugh.,mambae_ermera_graded_readers
Ha’u bele tanis.,Au leb sero,I can cry.,mambae_ermera_graded_readers
Ha’u bele bisibisi ba ó.,Au leb gase sba la O,I can whisper to you.,mambae_ermera_graded_readers
Ha’u bele hakilar.,Au leb tdali,I can shout.,mambae_ermera_graded_readers
Ha’u bele baku bola.,Au leb bob bolan,I can play with a ball. (I can bounce a ball).,mambae_ermera_graded_readers
Ha’u bele tuda bola.,Au leb te bolan,I can throw a ball.,mambae_ermera_graded_readers
Ha’u bele simu bola.,Au leb sim bolan,I can catch a ball.,mambae_ermera_graded_readers
Ha’u bele hakuak ó.,Au leb kuh O,I can hug you.,mambae_ermera_graded_readers
Ikun Oi-oin,ion ahe-ahe,All kinds of tails,mambae_ermera_graded_readers
Fahi nia ikun kabuar.,Haeha ni ion bloru,A pig has a curly tail,mambae_ermera_graded_readers
Lekirauk nia ikun naruk.,Lera ni ion naru,A monkey/ macaque has a long tail.,mambae_ermera_graded_readers
Lafaek nia ikun naruk loos.,Lafaek ni ion naru dlo,A crocodile has a bumpy tail (has a very long tail).,mambae_ermera_graded_readers
Lenuk nia ikun badak.,Lenuk ni ion bloko,A turtle has a short tail.,mambae_ermera_graded_readers
Manu nia ikun loos.,Mana ni ion dlo,A bird has a straight tail.,mambae_ermera_graded_readers
Ikan paus nia ikun forte.,Ika paus ni ion porti,A whale has a powerful/ strong tail.,mambae_ermera_graded_readers
Busa nia ikun fulun barak.,Busan ni ion hulun dotu,A cat has a furry/ fluffy tail.,mambae_ermera_graded_readers
Fahi-tarak nia ikun iha tarak  ???,Haeh-tara ni ion hati,A porcupine has a prickly tail!,mambae_ermera_graded_readers
Ami Halimar,Aem dlai,We Play/are playing,mambae_ermera_graded_readers
